kode,nama,provinsi,kabupaten,kecamatan,desa
1310022006,,Sumatera Barat,Kab.,Pulau Punjung,
1310022007,,Sumatera Barat,Kab.,Pulau Punjung,
1310022008,,Sumatera Barat,Kab.,Pulau Punjung,
1310022009,,Sumatera Barat,Kab.,Pulau Punjung,
1310032003,,Sumatera Barat,Kab.,Sungai Rumbai,
1310032004,,Sumatera Barat,Kab.,Sungai Rumbai,
1310032007,,Sumatera Barat,Kab.,Sungai Rumbai,
1310032008,,Sumatera Barat,Kab.,Sungai Rumbai,
1310042001,,Sumatera Barat,Kab.,Sitiung,
1310042002,,Sumatera Barat,Kab.,Sitiung,
1310042004,,Sumatera Barat,Kab.,Sitiung,
1310042005,,Sumatera Barat,Kab.,Sitiung,
1310052001,Silago,Sumatera Barat,Kab. Dharmasraya,Sembilan Koto,Silago
1310052002,Lubuak Karak,Sumatera Barat,Kab. Dharmasraya,Sembilan Koto,Lubuak Karak
1310052003,Koto Nan Empat  Dibawuh,Sumatera Barat,Kab. Dharmasraya,Sembilan Koto,Koto Nan Empat  Dibawuh
1310052004,Banai,Sumatera Barat,Kab. Dharmasraya,Sembilan Koto,Banai
1310062001,Timpeh,Sumatera Barat,Kab. Dharmasraya,Timpeh,Timpeh
1310062002,Taratak Tinggi,Sumatera Barat,Kab. Dharmasraya,Timpeh,Taratak Tinggi
1310062003,Tabek,Sumatera Barat,Kab. Dharmasraya,Timpeh,Tabek
1310062004,Panyubarangan,Sumatera Barat,Kab. Dharmasraya,Timpeh,Panyubarangan
1310062005,Ranah Palabi,Sumatera Barat,Kab. Dharmasraya,Timpeh,Ranah Palabi
1310072001,Koto Salak,Sumatera Barat,Kab. Dharmasraya,Koto Salak,Koto Salak
1310072002,Ampalu,Sumatera Barat,Kab. Dharmasraya,Koto Salak,Ampalu
1310072003,Padukuan,Sumatera Barat,Kab. Dharmasraya,Koto Salak,Padukuan
1310072004,Pulau Mainan,Sumatera Barat,Kab. Dharmasraya,Koto Salak,Pulau Mainan
1310072005,Simalidu,Sumatera Barat,Kab. Dharmasraya,Koto Salak,Simalidu
1310082001,Tiumang,Sumatera Barat,Kab. Dharmasraya,Koto Salak,Tiumang
1310082002,Sungai Langkok,Sumatera Barat,Kab. Dharmasraya,Koto Salak,Sungai Langkok
1310082003,Koto Beringin,Sumatera Barat,Kab. Dharmasraya,Koto Salak,Koto Beringin
1310082004,Sipangkur,Sumatera Barat,Kab. Dharmasraya,Koto Salak,Sipangkur
1310092001,Padang Laweh,Sumatera Barat,Kab. Dharmasraya,Padang Laweh,Padang Laweh
1310092002,Batu Rijal,Sumatera Barat,Kab. Dharmasraya,Padang Laweh,Batu Rijal
1310092003,Muaro Sopan,Sumatera Barat,Kab. Dharmasraya,Padang Laweh,Muaro Sopan
1310092004,Sopan Jaya,Sumatera Barat,Kab. Dharmasraya,Padang Laweh,Sopan Jaya
1310102001,Sungai Limau,Sumatera Barat,Kab. Dharmasraya,Asam Jujuhan,Sungai Limau
1310102002,Alahan Nan Tigo,Sumatera Barat,Kab. Dharmasraya,Asam Jujuhan,Alahan Nan Tigo
1310102003,Lubuk Besar,Sumatera Barat,Kab. Dharmasraya,Asam Jujuhan,Lubuk Besar
1310102004,Tanjung Alam,Sumatera Barat,Kab. Dharmasraya,Asam Jujuhan,Tanjung Alam
1310102005,Sinamar,Sumatera Barat,Kab. Dharmasraya,Asam Jujuhan,Sinamar
1310112001,Koto Besar,Sumatera Barat,Kab. Dharmasraya,Koto Besar,Koto Besar
1310112002,Koto Tinggi,Sumatera Barat,Kab. Dharmasraya,Koto Besar,Koto Tinggi
1310112003,Koto Gadang,Sumatera Barat,Kab. Dharmasraya,Koto Besar,Koto Gadang
1310112004,Bonjol,Sumatera Barat,Kab. Dharmasraya,Koto Besar,Bonjol
1310112005,Abai Siat,Sumatera Barat,Kab. Dharmasraya,Koto Besar,Abai Siat
1310112007,,Sumatera Barat,Kab. Dharmasraya,Koto Besar,
1311012001,,Sumatera Barat,Kab.,Sangir,
1311012002,,Sumatera Barat,Kab.,Sangir,
1311012003,,Sumatera Barat,Kab.,Sangir,
1311012004,,Sumatera Barat,Kab.,Sangir,
1311022001,,Sumatera Barat,Kab.,Sungai Pagu,
1311022002,,Sumatera Barat,Kab.,Sungai Pagu,
1311022004,,Sumatera Barat,Kab.,Sungai Pagu,
1311022005,,Sumatera Barat,Kab.,Sungai Pagu,
1311022006,,Sumatera Barat,Kab.,Sungai Pagu,
1311022007,,Sumatera Barat,Kab.,Sungai Pagu,
1311022008,,Sumatera Barat,Kab.,Sungai Pagu,
1311022009,,Sumatera Barat,Kab.,Sungai Pagu,
1311022010,,Sumatera Barat,Kab.,Sungai Pagu,
1311022011,,Sumatera Barat,Kab.,Sungai Pagu,
1311022012,,Sumatera Barat,Kab.,Sungai Pagu,
1311032001,,Sumatera Barat,Kab.,Koto Parik Gadang Diateh,
1311032002,,Sumatera Barat,Kab.,Koto Parik Gadang Diateh,
1311032003,,Sumatera Barat,Kab.,Koto Parik Gadang Diateh,
1311032004,,Sumatera Barat,Kab.,Koto Parik Gadang Diateh,
1311042001,,Sumatera Barat,Kab.,Sangir Jujuan,
1311042002,,Sumatera Barat,Kab.,Sangir Jujuan,
1311042004,,Sumatera Barat,Kab.,Sangir Jujuan,
1311042005,,Sumatera Barat,Kab.,Sangir Jujuan,
1311042006,,Sumatera Barat,Kab.,Sangir Jujuan,
1311052001,,Sumatera Barat,Kab.,Sangir Batang Hari,
1311052003,Lubuk Ulang Aling,Sumatera Barat,Kab.,Sangir Batang Hari,Lubuk Ulang Aling
1311052004,Ranah Pantai Cermin,Sumatera Barat,Kab.,Sangir Batang Hari,Ranah Pantai Cermin
1311052005,Sitapus,Sumatera Barat,Kab.,Sangir Batang Hari,Sitapus
1311052006,Lubuk Ulang Aling  Selatan,Sumatera Barat,Kab.,Sangir Batang Hari,Lubuk Ulang Aling  Selatan
1311052007,Lubuk Ulang Aling  Tengah,Sumatera Barat,Kab.,Sangir Batang Hari,Lubuk Ulang Aling  Tengah
1311062001,Alam Pauh Duo,Sumatera Barat,Kab. Solok Selatan,Pauh Duo,Alam Pauh Duo
1311062002,Kapau Alam Pauh  Duo,Sumatera Barat,Kab. Solok Selatan,Pauh Duo,Kapau Alam Pauh  Duo
1311062003,Luak Kapau Alam  Pauh Duo,Sumatera Barat,Kab. Solok Selatan,Pauh Duo,Luak Kapau Alam  Pauh Duo
1311062004,Pauh Duo Nan Batigo,Sumatera Barat,Kab. Solok Selatan,Pauh Duo,Pauh Duo Nan Batigo
1311072001,Sungai Kunyit,Sumatera Barat,Kab. Solok Selatan,Sangir Balai Janggo,Sungai Kunyit
1311072002,Talao Sungai Kunyit,Sumatera Barat,Kab. Solok Selatan,Sangir Balai Janggo,Talao Sungai Kunyit
1311072003,Sungai Kunyit Barat,Sumatera Barat,Kab. Solok Selatan,Sangir Balai Janggo,Sungai Kunyit Barat
1311072004,Talunan Maju,Sumatera Barat,Kab. Solok Selatan,Sangir Balai Janggo,Talunan Maju
1312012001,,Sumatera Barat,Kab.,Sungai Beremas,
1312022001,,Sumatera Barat,Kab.,Lembah Melintang,
1312022002,,Sumatera Barat,Kab.,Lembah Melintang,
1312022003,,Sumatera Barat,Kab.,Lembah Melintang,
1312022004,,Sumatera Barat,Kab.,Lembah Melintang,
1312022005,,Sumatera Barat,Kab.,Lembah Melintang,
1312022006,,Sumatera Barat,Kab.,Lembah Melintang,
1312022007,,Sumatera Barat,Kab.,Lembah Melintang,
1312022008,,Sumatera Barat,Kab.,Lembah Melintang,
1312022009,,Sumatera Barat,Kab.,Lembah Melintang,
1312032003,,Sumatera Barat,Kab.,Pasaman,
1312032004,,Sumatera Barat,Kab.,Pasaman,
1312032006,,Sumatera Barat,Kab.,Pasaman,
1312032008,Lingkuang Aua Baru,Sumatera Barat,Kab.,Pasaman,Lingkuang Aua Baru
1312032009,Lingkuang Aua  Bandarajo,Sumatera Barat,Kab.,Pasaman,Lingkuang Aua  Bandarajo
1312032010,Lingkuang Aua  Jambak,Sumatera Barat,Kab.,Pasaman,Lingkuang Aua  Jambak
1312032011,Lingkuang Aua Koto  Dalam,Sumatera Barat,Kab.,Pasaman,Lingkuang Aua Koto  Dalam
1312032012,Lingkuang Aua Barat,Sumatera Barat,Kab.,Pasaman,Lingkuang Aua Barat
1312032013,Lingkuang Aua Hilia,Sumatera Barat,Kab.,Pasaman,Lingkuang Aua Hilia
1312032014,Sukomananti Aua  Kuniang,Sumatera Barat,Kab.,Pasaman,Sukomananti Aua  Kuniang
1312032015,Aia Gadang Timur,Sumatera Barat,Kab.,Pasaman,Aia Gadang Timur
1312032016,Aia Gadang Barat,Sumatera Barat,Kab.,Pasaman,Aia Gadang Barat
1312032017,Pinaga Aua Kuniang,Sumatera Barat,Kab.,Pasaman,Pinaga Aua Kuniang
1312032018,Lubuak Landua Aua  Kuniang,Sumatera Barat,Kab.,Pasaman,Lubuak Landua Aua  Kuniang
1312032019,Lembah Binuang Aua  Kuniang,Sumatera Barat,Kab.,Pasaman,Lembah Binuang Aua  Kuniang
1312042001,Kajai,Sumatera Barat,Kab. Pasaman Barat,Talamau,Kajai
1312042002,Talu,Sumatera Barat,Kab. Pasaman Barat,Talamau,Talu
1312042003,Sinuruik,Sumatera Barat,Kab. Pasaman Barat,Talamau,Sinuruik
1312042004,Simpang Timbo Abu  Kajai,Sumatera Barat,Kab. Pasaman Barat,Talamau,Simpang Timbo Abu  Kajai
1312042006,Sungai Janiah Talu,Sumatera Barat,Kab. Pasaman Barat,Talamau,Sungai Janiah Talu
1312042007,Tabek Sirah Talu,Sumatera Barat,Kab. Pasaman Barat,Talamau,Tabek Sirah Talu
1312052001,Kinali,Sumatera Barat,Kab. Pasaman Barat,Kinali,Kinali
1312052002,Katiagan,Sumatera Barat,Kab. Pasaman Barat,Kinali,Katiagan
1312052003,Ampek Koto,Sumatera Barat,Kab. Pasaman Barat,Kinali,Ampek Koto
1312052004,Ampek Koto Barat,Sumatera Barat,Kab. Pasaman Barat,Kinali,Ampek Koto Barat
1312052005,Bancah Kariang,Sumatera Barat,Kab. Pasaman Barat,Kinali,Bancah Kariang
1312052006,Mudiak Labuah,Sumatera Barat,Kab. Pasaman Barat,Kinali,Mudiak Labuah
1312052007,Tandikek,Sumatera Barat,Kab. Pasaman Barat,Kinali,Tandikek
1312052008,Langgam Sepakat,Sumatera Barat,Kab. Pasaman Barat,Kinali,Langgam Sepakat
1312052009,Langgam Saiyo,Sumatera Barat,Kab. Pasaman Barat,Kinali,Langgam Saiyo
1312052010,Anam Koto Selatan,Sumatera Barat,Kab. Pasaman Barat,Kinali,Anam Koto Selatan
1312052011,Sigunanti,Sumatera Barat,Kab. Pasaman Barat,Kinali,Sigunanti
1312052012,Koto Gadang Jaya,Sumatera Barat,Kab. Pasaman Barat,Kinali,Koto Gadang Jaya
1312052013,Anam Koto Utara,Sumatera Barat,Kab. Pasaman Barat,Kinali,Anam Koto Utara
1312052014,Bandua Balai,Sumatera Barat,Kab. Pasaman Barat,Kinali,Bandua Balai
1312052016,Padang Canduh,Sumatera Barat,Kab. Pasaman Barat,Kinali,Padang Canduh
1312052017,Limau Purut,Sumatera Barat,Kab. Pasaman Barat,Kinali,Limau Purut
1312062001,Muaro Kiawai,Sumatera Barat,Kab. Pasaman Barat,Gunung Tuleh,Muaro Kiawai
1312062002,Rabi Jonggor,Sumatera Barat,Kab. Pasaman Barat,Gunung Tuleh,Rabi Jonggor
1312062003,Seberang Kenaikan,Sumatera Barat,Kab. Pasaman Barat,Gunung Tuleh,Seberang Kenaikan
1312062004,Bahoras,Sumatera Barat,Kab. Pasaman Barat,Gunung Tuleh,Bahoras
1312062005,Ranah Sungai  Magelang,Sumatera Barat,Kab. Pasaman Barat,Gunung Tuleh,Ranah Sungai  Magelang
1312062006,Muaro Kiawai Barat,Sumatera Barat,Kab. Pasaman Barat,Gunung Tuleh,Muaro Kiawai Barat
1312062007,Muaro Kiawai Hilir,Sumatera Barat,Kab. Pasaman Barat,Gunung Tuleh,Muaro Kiawai Hilir
1312072001,Batahan,Sumatera Barat,Kab. Pasaman Barat,Ranah Batahan,Batahan
1312072002,Desa Baru,Sumatera Barat,Kab. Pasaman Barat,Ranah Batahan,Desa Baru
1312072003,Batahan Utara,Sumatera Barat,Kab. Pasaman Barat,Ranah Batahan,Batahan Utara
1312072004,Batahan Tengah,Sumatera Barat,Kab. Pasaman Barat,Ranah Batahan,Batahan Tengah
1312072005,Batahan Barat,Sumatera Barat,Kab. Pasaman Barat,Ranah Batahan,Batahan Barat
1312072006,Batahan Selatan,Sumatera Barat,Kab. Pasaman Barat,Ranah Batahan,Batahan Selatan
1312082001,Parit,Sumatera Barat,Kab. Pasaman Barat,Koto Balingka,Parit
1312082002,Koto Tangah,Sumatera Barat,Kab. Pasaman Barat,Koto Balingka,Koto Tangah
1312082003,Koto Tuo,Sumatera Barat,Kab. Pasaman Barat,Koto Balingka,Koto Tuo
1312082004,Koto Nan Duo,Sumatera Barat,Kab. Pasaman Barat,Koto Balingka,Koto Nan Duo
1312082005,Pematang Panjang,Sumatera Barat,Kab. Pasaman Barat,Koto Balingka,Pematang Panjang
1312082006,Ranah Koto Tinggi,Sumatera Barat,Kab. Pasaman Barat,Koto Balingka,Ranah Koto Tinggi
1312092001,Sungai Aua,Sumatera Barat,Kab. Pasaman Barat,Sungai Aur,Sungai Aua
1312092002,Salingka Muaro,Sumatera Barat,Kab. Pasaman Barat,Sungai Aur,Salingka Muaro
1312092003,Ranah Malintang,Sumatera Barat,Kab. Pasaman Barat,Sungai Aur,Ranah Malintang
1312092004,Ranah Air Haji,Sumatera Barat,Kab. Pasaman Barat,Sungai Aur,Ranah Air Haji
1312092005,Kasikputih  Sungaitanang,Sumatera Barat,Kab. Pasaman Barat,Sungai Aur,Kasikputih  Sungaitanang
1312092006,Aua Serumpun,Sumatera Barat,Kab. Pasaman Barat,Sungai Aur,Aua Serumpun
1312092007,Sikilang Sungai Aur  Selatan,Sumatera Barat,Kab. Pasaman Barat,Sungai Aur,Sikilang Sungai Aur  Selatan
1312102001,Koto Baru,Sumatera Barat,Kab. Pasaman Barat,Luhak Nan Duo,Koto Baru
1312102002,Kapa,Sumatera Barat,Kab. Pasaman Barat,Luhak Nan Duo,Kapa
1312102004,Ophir,Sumatera Barat,Kab. Pasaman Barat,Luhak Nan Duo,Ophir
1312102005,Mahakarya,Sumatera Barat,Kab. Pasaman Barat,Luhak Nan Duo,Mahakarya
1312102006,Sariak,Sumatera Barat,Kab. Pasaman Barat,Luhak Nan Duo,Sariak
1312102007,Sungai Talang,Sumatera Barat,Kab. Pasaman Barat,Luhak Nan Duo,Sungai Talang
1312102008,Jambak Selatan,Sumatera Barat,Kab. Pasaman Barat,Luhak Nan Duo,Jambak Selatan
1312102009,Pujorahayu,Sumatera Barat,Kab. Pasaman Barat,Luhak Nan Duo,Pujorahayu
1312112001,Sasak,Sumatera Barat,Kab. Pasaman Barat,Luhak Nan Duo,Sasak
1312112002,Padang Harapan,Sumatera Barat,Kab. Pasaman Barat,Luhak Nan Duo,Padang Harapan
1312112003,Ranah Pasisie,Sumatera Barat,Kab. Pasaman Barat,Luhak Nan Duo,Ranah Pasisie
1312112004,Maligi,Sumatera Barat,Kab. Pasaman Barat,Luhak Nan Duo,Maligi
1371011001,,Sumatera Barat,Kota,Padang Selatan,
1371011002,,Sumatera Barat,Kota,Padang Selatan,
1371011003,,Sumatera Barat,Kota,Padang Selatan,
1371011004,,Sumatera Barat,Kota,Padang Selatan,
1371011005,,Sumatera Barat,Kota,Padang Selatan,
1371011006,,Sumatera Barat,Kota,Padang Selatan,
1371011007,,Sumatera Barat,Kota,Padang Selatan,
1371011008,,Sumatera Barat,Kota,Padang Selatan,
1371011009,,Sumatera Barat,Kota,Padang Selatan,
1371011010,,Sumatera Barat,Kota,Padang Selatan,
1371011011,,Sumatera Barat,Kota,Padang Selatan,
1371011012,,Sumatera Barat,Kota,Padang Selatan,
1371021001,,Sumatera Barat,Kota,Padang Timur,
1371021002,,Sumatera Barat,Kota,Padang Timur,
1371021003,,Sumatera Barat,Kota,Padang Timur,
1371021004,,Sumatera Barat,Kota,Padang Timur,
1371021005,,Sumatera Barat,Kota,Padang Timur,
1371021006,,Sumatera Barat,Kota,Padang Timur,
1371021007,,Sumatera Barat,Kota,Padang Timur,
1371021008,,Sumatera Barat,Kota,Padang Timur,
1371021009,,Sumatera Barat,Kota,Padang Timur,
1371021010,,Sumatera Barat,Kota,Padang Timur,
1371031001,,Sumatera Barat,Kota,Padang Barat,
1371031002,,Sumatera Barat,Kota,Padang Barat,
1371031003,,Sumatera Barat,Kota,Padang Barat,
1371031004,,Sumatera Barat,Kota,Padang Barat,
1371031005,,Sumatera Barat,Kota,Padang Barat,
1371031006,,Sumatera Barat,Kota,Padang Barat,
1371031007,,Sumatera Barat,Kota,Padang Barat,
1371031009,,Sumatera Barat,Kota,Padang Barat,
1371031010,,Sumatera Barat,Kota,Padang Barat,
1371041001,,Sumatera Barat,Kota Padang,-,
1371041002,,Sumatera Barat,Kota Padang,-,
1371041003,,Sumatera Barat,Kota Padang,-,
1371041004,,Sumatera Barat,Kota Padang,-,
1371041005,,Sumatera Barat,Kota Padang,-,
1371041006,,Sumatera Barat,Kota Padang,-,
1371041007,,Sumatera Barat,Kota Padang,-,
1371051001,,Sumatera Barat,Kota Padang,-,
1371051002,,Sumatera Barat,Kota Padang,-,
1371051003,,Sumatera Barat,Kota Padang,-,
1371051004,,Sumatera Barat,Kota Padang,-,
1371051005,,Sumatera Barat,Kota Padang,-,
1371051006,,Sumatera Barat,Kota Padang,-,
1371061001,,Sumatera Barat,Kota Padang,-,
1371061002,,Sumatera Barat,Kota Padang,-,
1371061003,,Sumatera Barat,Kota Padang,-,
1371061004,,Sumatera Barat,Kota Padang,-,
1371061005,,Sumatera Barat,Kota Padang,-,
1371061006,,Sumatera Barat,Kota Padang,-,
1371061007,,Sumatera Barat,Kota Padang,-,
1371061008,,Sumatera Barat,Kota Padang,-,
1371061009,,Sumatera Barat,Kota Padang,-,
1371061010,,Sumatera Barat,Kota Padang,-,
1371061011,,Sumatera Barat,Kota Padang,-,
1371061012,,Sumatera Barat,Kota Padang,-,
1371061013,,Sumatera Barat,Kota Padang,-,
1371061014,,Sumatera Barat,Kota Padang,-,
1371071001,,Sumatera Barat,Kota Padang,-,
1371071002,,Sumatera Barat,Kota Padang,-,
1371071003,,Sumatera Barat,Kota Padang,-,
1371071004,,Sumatera Barat,Kota Padang,-,
1371071005,,Sumatera Barat,Kota Padang,-,
1371071006,,Sumatera Barat,Kota Padang,-,
1371071007,,Sumatera Barat,Kota Padang,-,
1371081001,,Sumatera Barat,Kota Padang,-,
1371081002,,Sumatera Barat,Kota Padang,-,
1371081003,,Sumatera Barat,Kota Padang,-,
1371081004,,Sumatera Barat,Kota Padang,-,
1371081005,,Sumatera Barat,Kota Padang,-,
1371081006,,Sumatera Barat,Kota Padang,-,
1371081007,,Sumatera Barat,Kota Padang,-,
1371081008,,Sumatera Barat,Kota Padang,-,
1371081009,,Sumatera Barat,Kota Padang,-,
1371091001,,Sumatera Barat,Kota Padang,-,
1371091002,,Sumatera Barat,Kota Padang,-,
1371091003,,Sumatera Barat,Kota Padang,-,
1371091004,,Sumatera Barat,Kota Padang,-,
1371091005,,Sumatera Barat,Kota Padang,-,
1371091006,,Sumatera Barat,Kota Padang,-,
1371091007,,Sumatera Barat,Kota Padang,-,
1371091008,,Sumatera Barat,Kota Padang,-,
1371091009,,Sumatera Barat,Kota Padang,-,
1371101001,,Sumatera Barat,Kota Padang,-,
1371101002,,Sumatera Barat,Kota Padang,-,
1371101003,,Sumatera Barat,Kota Padang,-,
1371101005,,Sumatera Barat,Kota Padang,-,
1371101006,,Sumatera Barat,Kota Padang,-,
1371111001,,Sumatera Barat,Kota Padang,-,
1371111002,,Sumatera Barat,Kota Padang,-,
1371111003,,Sumatera Barat,Kota Padang,-,
1371111004,,Sumatera Barat,Kota Padang,-,
1371111005,,Sumatera Barat,Kota Padang,-,
1371111006,,Sumatera Barat,Kota Padang,-,
1371111007,,Sumatera Barat,Kota Padang,-,
1371111008,,Sumatera Barat,Kota Padang,-,
1371111009,,Sumatera Barat,Kota Padang,-,
1371111010,,Sumatera Barat,Kota Padang,-,
1371111011,,Sumatera Barat,Kota Padang,-,
1371111012,,Sumatera Barat,Kota Padang,-,
1371111013,,Sumatera Barat,Kota Padang,-,
1372011001,,Sumatera Barat,Kota,Lubuk Sikarah,
1372011002,,Sumatera Barat,Kota,Lubuk Sikarah,
1372011003,,Sumatera Barat,Kota,Lubuk Sikarah,
1372011004,,Sumatera Barat,Kota,Lubuk Sikarah,
1372011005,,Sumatera Barat,Kota,Lubuk Sikarah,
1372011006,,Sumatera Barat,Kota,Lubuk Sikarah,
1372011007,,Sumatera Barat,Kota,Lubuk Sikarah,
1372021001,,Sumatera Barat,Kota,Tanjung Harapan,
1372021002,,Sumatera Barat,Kota,Tanjung Harapan,
1372021003,,Sumatera Barat,Kota,Tanjung Harapan,
1372021004,,Sumatera Barat,Kota,Tanjung Harapan,
1372021005,,Sumatera Barat,Kota,Tanjung Harapan,
1372021006,,Sumatera Barat,Kota,Tanjung Harapan,
1373011001,,Sumatera Barat,Kota,Lembah Segar,
1373011002,,Sumatera Barat,Kota,Lembah Segar,
1373011003,,Sumatera Barat,Kota,Lembah Segar,
1373011004,,Sumatera Barat,Kota,Lembah Segar,
1373011005,,Sumatera Barat,Kota,Lembah Segar,
1373011006,,Sumatera Barat,Kota,Lembah Segar,
1373012007,,Sumatera Barat,Kota,Lembah Segar,
1373012008,,Sumatera Barat,Kota,Lembah Segar,
1373012009,,Sumatera Barat,Kota,Lembah Segar,
1373012010,,Sumatera Barat,Kota,Lembah Segar,
1373012011,,Sumatera Barat,Kota,Lembah Segar,
1373021001,,Sumatera Barat,Kota,Barangin,
1373021002,,Sumatera Barat,Kota,Barangin,
1373021003,,Sumatera Barat,Kota,Barangin,
1373021004,,Sumatera Barat,Kota,Barangin,
1373022005,,Sumatera Barat,Kota,Barangin,
1373022006,,Sumatera Barat,Kota,Barangin,
1373022007,,Sumatera Barat,Kota,Barangin,
1373022008,,Sumatera Barat,Kota,Barangin,
1373022009,,Sumatera Barat,Kota,Barangin,
1373022010,,Sumatera Barat,Kota,Barangin,
1373032001,,Sumatera Barat,Kota,Silungkang,
1373032002,,Sumatera Barat,Kota,Silungkang,
1373032003,,Sumatera Barat,Kota,Silungkang,
1373032004,,Sumatera Barat,Kota,Silungkang,
1373032005,,Sumatera Barat,Kota,Silungkang,
1373042001,,Sumatera Barat,Kota,Talawi,
1373042003,Bukit Gadang,Sumatera Barat,Kota,Talawi,Bukit Gadang
1373042004,Batu Tanjung,Sumatera Barat,Kota,Talawi,Batu Tanjung
1373042005,Kumbayau,Sumatera Barat,Kota,Talawi,Kumbayau
1373042006,Tumpuk Tangah,Sumatera Barat,Kota,Talawi,Tumpuk Tangah
1373042007,Datar Mansiang,Sumatera Barat,Kota,Talawi,Datar Mansiang
1373042008,Sijantang Koto,Sumatera Barat,Kota,Talawi,Sijantang Koto
1373042009,Salak,Sumatera Barat,Kota,Talawi,Salak
1373042010,Sikalang,Sumatera Barat,Kota,Talawi,Sikalang
1373042011,Rantih,Sumatera Barat,Kota,Talawi,Rantih
1374011001,,Sumatera Barat,Kota,Padang Panjang Timur,
1374011002,,Sumatera Barat,Kota,Padang Panjang Timur,
1374011003,,Sumatera Barat,Kota,Padang Panjang Timur,
1374011004,,Sumatera Barat,Kota,Padang Panjang Timur,
1374011005,,Sumatera Barat,Kota,Padang Panjang Timur,
1374011006,,Sumatera Barat,Kota,Padang Panjang Timur,
1374011007,,Sumatera Barat,Kota,Padang Panjang Timur,
1374011008,,Sumatera Barat,Kota,Padang Panjang Timur,
1374021001,,Sumatera Barat,Kota,Padang Panjang Barat,
1374021002,,Sumatera Barat,Kota,Padang Panjang Barat,
1374021003,,Sumatera Barat,Kota,Padang Panjang Barat,
1374021004,,Sumatera Barat,Kota,Padang Panjang Barat,
1374021005,,Sumatera Barat,Kota,Padang Panjang Barat,
1374021006,,Sumatera Barat,Kota,Padang Panjang Barat,
1374021007,,Sumatera Barat,Kota,Padang Panjang Barat,
1374021008,,Sumatera Barat,Kota,Padang Panjang Barat,
1375011001,,Sumatera Barat,Kota,Guguak Panjang,
1375011002,,Sumatera Barat,Kota,Guguak Panjang,
1375011003,,Sumatera Barat,Kota,Guguak Panjang,
1375011004,,Sumatera Barat,Kota,Guguak Panjang,
1375011005,,Sumatera Barat,Kota,Guguak Panjang,
1375011006,,Sumatera Barat,Kota,Guguak Panjang,
1375011007,,Sumatera Barat,Kota,Guguak Panjang,
1375021001,,Sumatera Barat,Kota,Guguak Panjang,
1375021002,,Sumatera Barat,Kota,Guguak Panjang,
1375021003,,Sumatera Barat,Kota,Guguak Panjang,
1375021004,,Sumatera Barat,Kota,Guguak Panjang,
1375021005,,Sumatera Barat,Kota,Guguak Panjang,
1375021006,,Sumatera Barat,Kota,Guguak Panjang,
1375021007,,Sumatera Barat,Kota,Guguak Panjang,
1375021008,,Sumatera Barat,Kota,Guguak Panjang,
1375021009,,Sumatera Barat,Kota,Guguak Panjang,
1375031002,,Sumatera Barat,Kota,Aur Birugo Tigo Baleh,
1375031003,,Sumatera Barat,Kota,Aur Birugo Tigo Baleh,
1375031004,,Sumatera Barat,Kota,Aur Birugo Tigo Baleh,
1375031005,,Sumatera Barat,Kota,Aur Birugo Tigo Baleh,
1375031006,,Sumatera Barat,Kota,Aur Birugo Tigo Baleh,
1375031007,,Sumatera Barat,Kota,Aur Birugo Tigo Baleh,
1375031008,,Sumatera Barat,Kota,Aur Birugo Tigo Baleh,
1376011002,,Sumatera Barat,Kota,Payakumbuh Barat,
1376011003,,Sumatera Barat,Kota,Payakumbuh Barat,
1376011004,,Sumatera Barat,Kota,Payakumbuh Barat,
1376011005,,Sumatera Barat,Kota,Payakumbuh Barat,
1376011007,,Sumatera Barat,Kota,Payakumbuh Barat,
1376011009,,Sumatera Barat,Kota,Payakumbuh Barat,
1376011011,,Sumatera Barat,Kota,Payakumbuh Barat,
1376011013,,Sumatera Barat,Kota,Payakumbuh Barat,
1376011016,,Sumatera Barat,Kota,Payakumbuh Barat,
1376011017,,Sumatera Barat,Kota,Payakumbuh Barat,
1376011018,,Sumatera Barat,Kota,Payakumbuh Barat,
1376011020,,Sumatera Barat,Kota,Payakumbuh Barat,
1376011021,,Sumatera Barat,Kota,Payakumbuh Barat,
1376011022,,Sumatera Barat,Kota,Payakumbuh Barat,
1376011032,,Sumatera Barat,Kota,Payakumbuh Barat,
1376011033,,Sumatera Barat,Kota,Payakumbuh Barat,
1376011034,,Sumatera Barat,Kota,Payakumbuh Barat,
1376021002,,Sumatera Barat,Kota Payakumbuh,Payakumbuh Utara,
1376021032,,Sumatera Barat,Kota Payakumbuh,Payakumbuh Utara,
1376021033,,Sumatera Barat,Kota Payakumbuh,Payakumbuh Utara,
1376021034,,Sumatera Barat,Kota Payakumbuh,Payakumbuh Utara,
1376021035,,Sumatera Barat,Kota Payakumbuh,Payakumbuh Utara,
1376021036,,Sumatera Barat,Kota Payakumbuh,Payakumbuh Utara,
1376021037,,Sumatera Barat,Kota Payakumbuh,Payakumbuh Utara,
1376021038,,Sumatera Barat,Kota Payakumbuh,Payakumbuh Utara,
1376021039,,Sumatera Barat,Kota Payakumbuh,Payakumbuh Utara,
1376031001,,Sumatera Barat,Kota Payakumbuh,Payakumbuh Timur,
1376031002,,Sumatera Barat,Kota Payakumbuh,Payakumbuh Timur,
1376031003,,Sumatera Barat,Kota Payakumbuh,Payakumbuh Timur,
