kode,nama,provinsi,kabupaten,kecamatan,desa
1101012001,Keude Bakongan,Aceh,Kab.,Bakongan,Keude Bakongan
1101012002,Ujong Mangki,Aceh,Kab.,Bakongan,Ujong Mangki
1101012003,Ujong Padang,Aceh,Kab.,Bakongan,Ujong Padang
1101012004,Gampong Drien,Aceh,Kab.,Bakongan,Gampong Drien
1101012015,Darul Ikhsan,Aceh,Kab.,Bakongan,Darul Ikhsan
1101012016,Padang Beurahan,Aceh,Kab.,Bakongan,Padang Beurahan
1101012017,Gampong Baro,Aceh,Kab.,Bakongan,Gampong Baro
1101022001,Fajar Harapan,Aceh,Kab.,Kluet Utara,Fajar Harapan
1101022002,Krueng Batee,Aceh,Kab.,Kluet Utara,Krueng Batee
1101022003,Pasi Kuala Asahan,Aceh,Kab.,Kluet Utara,Pasi Kuala Asahan
1101022004,Gunong Pulo,Aceh,Kab.,Kluet Utara,Gunong Pulo
1101022005,Pulo Ie I,Aceh,Kab.,Kluet Utara,Pulo Ie I
1101022006,Jambo Manyang,Aceh,Kab.,Kluet Utara,Jambo Manyang
1101022008,Limau Purut,Aceh,Kab.,Kluet Utara,Limau Purut
1101022009,Pulo Kambing,Aceh,Kab.,Kluet Utara,Pulo Kambing
1101022010,Kampung Paya,Aceh,Kab.,Kluet Utara,Kampung Paya
1101022011,Krueng Batu,Aceh,Kab.,Kluet Utara,Krueng Batu
1101022012,Krueng Kluet,Aceh,Kab.,Kluet Utara,Krueng Kluet
1101022013,Alur Mas,Aceh,Kab.,Kluet Utara,Alur Mas
1101022014,Kampung Tinggi,Aceh,Kab.,Kluet Utara,Kampung Tinggi
1101022015,Ruak,Aceh,Kab.,Kluet Utara,Ruak
1101022016,Simpang Lhee,Aceh,Kab.,Kluet Utara,Simpang Lhee
1101022017,Suaq Geuringgeng,Aceh,Kab.,Kluet Utara,Suaq Geuringgeng
1101022018,Pasi Kuala Ba'U,Aceh,Kab.,Kluet Utara,Pasi Kuala Ba'U
1101022019,Kedai Padang,Aceh,Kab.,Kluet Utara,Kedai Padang
1101022020,Kotafajar,Aceh,Kab.,Kluet Utara,Kotafajar
1101022021,Gunung Pudung,Aceh,Kab.,Kluet Utara,Gunung Pudung
1101032001,Suaq Bakung,Aceh,Kab. Aceh Selatan,Kluet Selatan,Suaq Bakung
1101032002,Rantau Binuang,Aceh,Kab. Aceh Selatan,Kluet Selatan,Rantau Binuang
1101032003,Barat Daya,Aceh,Kab. Aceh Selatan,Kluet Selatan,Barat Daya
1101032004,Sialang,Aceh,Kab. Aceh Selatan,Kluet Selatan,Sialang
1101032005,Kapeh,Aceh,Kab. Aceh Selatan,Kluet Selatan,Kapeh
1101032006,Pulo Ie,Aceh,Kab. Aceh Selatan,Kluet Selatan,Pulo Ie
1101032007,Kedai Runding,Aceh,Kab. Aceh Selatan,Kluet Selatan,Kedai Runding
1101032008,Kedai Kandang,Aceh,Kab. Aceh Selatan,Kluet Selatan,Kedai Kandang
1101032009,Gampong Luar,Aceh,Kab. Aceh Selatan,Kluet Selatan,Gampong Luar
1101032011,Jua,Aceh,Kab. Aceh Selatan,Kluet Selatan,Jua
1101032012,Pasi Meurapat,Aceh,Kab. Aceh Selatan,Kluet Selatan,Pasi Meurapat
1101032013,Ujung Pasir,Aceh,Kab. Aceh Selatan,Kluet Selatan,Ujung Pasir
1101032014,Geulumbuk,Aceh,Kab. Aceh Selatan,Kluet Selatan,Geulumbuk
1101032015,Pasie Lembang,Aceh,Kab. Aceh Selatan,Kluet Selatan,Pasie Lembang
1101032016,Ujung Padang,Aceh,Kab. Aceh Selatan,Kluet Selatan,Ujung Padang
1101032017,Indra Damai,Aceh,Kab. Aceh Selatan,Kluet Selatan,Indra Damai
1101042001,Bakau Hulu,Aceh,Kab. Aceh Selatan,Labuhanhaji,Bakau Hulu
1101042002,Padang Bakau,Aceh,Kab. Aceh Selatan,Labuhanhaji,Padang Bakau
1101042003,Manggis Harapan,Aceh,Kab. Aceh Selatan,Labuhanhaji,Manggis Harapan
1101042004,Pasar Lama,Aceh,Kab. Aceh Selatan,Labuhanhaji,Pasar Lama
1101042005,Apha,Aceh,Kab. Aceh Selatan,Labuhanhaji,Apha
1101042006,Ujung Batu,Aceh,Kab. Aceh Selatan,Labuhanhaji,Ujung Batu
1101042007,Pawoh,Aceh,Kab. Aceh Selatan,Labuhanhaji,Pawoh
1101042008,Dalam,Aceh,Kab. Aceh Selatan,Labuhanhaji,Dalam
1101042009,Kota Palak,Aceh,Kab. Aceh Selatan,Labuhanhaji,Kota Palak
1101042010,Cacang,Aceh,Kab. Aceh Selatan,Labuhanhaji,Cacang
1101042011,Tengah Pisang,Aceh,Kab. Aceh Selatan,Labuhanhaji,Tengah Pisang
1101042012,Pisang,Aceh,Kab. Aceh Selatan,Labuhanhaji,Pisang
1101042013,Hulu Pisang,Aceh,Kab. Aceh Selatan,Labuhanhaji,Hulu Pisang
1101042014,Tengah Baru,Aceh,Kab. Aceh Selatan,Labuhanhaji,Tengah Baru
1101042015,Lembah Baru,Aceh,Kab. Aceh Selatan,Labuhanhaji,Lembah Baru
1101042016,Padang Baru,Aceh,Kab. Aceh Selatan,Labuhanhaji,Padang Baru
1101052001,Kuta Buloh Ii,Aceh,Kab. Aceh Selatan,Meukek,Kuta Buloh Ii
1101052002,Kuta Buloh I,Aceh,Kab. Aceh Selatan,Meukek,Kuta Buloh I
1101052003,Ie Dingen,Aceh,Kab. Aceh Selatan,Meukek,Ie Dingen
1101052004,Drien Jalo,Aceh,Kab. Aceh Selatan,Meukek,Drien Jalo
1101052005,Jambo Papeun,Aceh,Kab. Aceh Selatan,Meukek,Jambo Papeun
1101052007,Blang Kuala,Aceh,Kab. Aceh Selatan,Meukek,Blang Kuala
1101052008,Rot Teungoh,Aceh,Kab. Aceh Selatan,Meukek,Rot Teungoh
1101052009,Alue Baro,Aceh,Kab. Aceh Selatan,Meukek,Alue Baro
1101052010,Ladang Tuha,Aceh,Kab. Aceh Selatan,Meukek,Ladang Tuha
1101052011,Lhok Mamplam,Aceh,Kab. Aceh Selatan,Meukek,Lhok Mamplam
1101052012,Arun Tunggai,Aceh,Kab. Aceh Selatan,Meukek,Arun Tunggai
1101052013,Blang Teungoh,Aceh,Kab. Aceh Selatan,Meukek,Blang Teungoh
1101052014,Blang Bladeh,Aceh,Kab. Aceh Selatan,Meukek,Blang Bladeh
1101052015,Ie Buboh,Aceh,Kab. Aceh Selatan,Meukek,Ie Buboh
1101052016,Keude Meukek,Aceh,Kab. Aceh Selatan,Meukek,Keude Meukek
1101052017,Kuta Baro,Aceh,Kab. Aceh Selatan,Meukek,Kuta Baro
1101052018,Tanjung Harapan,Aceh,Kab. Aceh Selatan,Meukek,Tanjung Harapan
1101052019,Labuhan Tarok,Aceh,Kab. Aceh Selatan,Meukek,Labuhan Tarok
1101052020,Lhok Aman,Aceh,Kab. Aceh Selatan,Meukek,Lhok Aman
1101052021,Alue Meutuah,Aceh,Kab. Aceh Selatan,Meukek,Alue Meutuah
1101052022,Ladang Baro,Aceh,Kab. Aceh Selatan,Meukek,Ladang Baro
1101052023,Labuhan Tarok Ii,Aceh,Kab. Aceh Selatan,Meukek,Labuhan Tarok Ii
1101062001,Dalam,Aceh,Kab. Aceh Selatan,Samadua,Dalam
1101062002,Subarang,Aceh,Kab. Aceh Selatan,Samadua,Subarang
1101062003,Kuta Baru,Aceh,Kab. Aceh Selatan,Samadua,Kuta Baru
1101062004,Gunung Ketek,Aceh,Kab. Aceh Selatan,Samadua,Gunung Ketek
1101062005,Ladang Panton Luas,Aceh,Kab. Aceh Selatan,Samadua,Ladang Panton Luas
1101062006,Madat,Aceh,Kab. Aceh Selatan,Samadua,Madat
1101062007,Alur Seumerah,Aceh,Kab. Aceh Selatan,Samadua,Alur Seumerah
1101062008,Tengah,Aceh,Kab. Aceh Selatan,Samadua,Tengah
1101062009,Gunung Cut,Aceh,Kab. Aceh Selatan,Samadua,Gunung Cut
1101062011,Kuta Blang,Aceh,Kab. Aceh Selatan,Samadua,Kuta Blang
1101062012,Batee Tunggai,Aceh,Kab. Aceh Selatan,Samadua,Batee Tunggai
1101062013,Ujung Tanah,Aceh,Kab. Aceh Selatan,Samadua,Ujung Tanah
1101062014,Ujung Kampung,Aceh,Kab. Aceh Selatan,Samadua,Ujung Kampung
1101062015,Jilatang,Aceh,Kab. Aceh Selatan,Samadua,Jilatang
1101062016,Luar,Aceh,Kab. Aceh Selatan,Samadua,Luar
1101062017,Lubuk Layu,Aceh,Kab. Aceh Selatan,Samadua,Lubuk Layu
1101062018,Suaq Hulu,Aceh,Kab. Aceh Selatan,Samadua,Suaq Hulu
1101062019,Tampang,Aceh,Kab. Aceh Selatan,Samadua,Tampang
1101062020,Payonan Gadang,Aceh,Kab. Aceh Selatan,Samadua,Payonan Gadang
1101062021,Gadang,Aceh,Kab. Aceh Selatan,Samadua,Gadang
1101062022,Baru,Aceh,Kab. Aceh Selatan,Samadua,Baru
1101062023,Ladang Kasik Putih,Aceh,Kab. Aceh Selatan,Samadua,Ladang Kasik Putih
1101062024,Air Sialang Hilir.,Aceh,Kab. Aceh Selatan,Samadua,Air Sialang Hilir.
1101062025,Air Sialang Hulu,Aceh,Kab. Aceh Selatan,Samadua,Air Sialang Hulu
1101062026,Air Sialang Tengah,Aceh,Kab. Aceh Selatan,Samadua,Air Sialang Tengah
1101062027,Balai,Aceh,Kab. Aceh Selatan,Samadua,Balai
1101062028,Qanun No. 5/2007,Aceh,Kab. Aceh Selatan,Samadua,Qanun No. 5/2007
1101072001,Sikulat,Aceh,Kab. Aceh Selatan,Sawang,Sikulat
1101072002,Sawang I,Aceh,Kab. Aceh Selatan,Sawang,Sawang I
1101072003,Meuligo,Aceh,Kab. Aceh Selatan,Sawang,Meuligo
1101072004,Lhok Pawoh,Aceh,Kab. Aceh Selatan,Sawang,Lhok Pawoh
1101072005,Sawang Ii,Aceh,Kab. Aceh Selatan,Sawang,Sawang Ii
1101072006,Ujung Karang,Aceh,Kab. Aceh Selatan,Sawang,Ujung Karang
1101072007,Trieng Meuduro,Aceh,Kab. Aceh Selatan,Sawang,Trieng Meuduro
1101072008,Trieng Meuduro,Aceh,Kab. Aceh Selatan,Sawang,Trieng Meuduro
1101072009,Panton Luas,Aceh,Kab. Aceh Selatan,Sawang,Panton Luas
1101072010,Simpang Tiga,Aceh,Kab. Aceh Selatan,Sawang,Simpang Tiga
1101072011,Kuta Baro,Aceh,Kab. Aceh Selatan,Sawang,Kuta Baro
1101072012,Blang Geulinggang,Aceh,Kab. Aceh Selatan,Sawang,Blang Geulinggang
1101072013,Mutiara,Aceh,Kab. Aceh Selatan,Sawang,Mutiara
1101072014,Ujung Padang,Aceh,Kab. Aceh Selatan,Sawang,Ujung Padang
1101082001,Lhok Keutapang,Aceh,Kab. Aceh Selatan,Tapaktuan,Lhok Keutapang
1101082002,Hilir,Aceh,Kab. Aceh Selatan,Tapaktuan,Hilir
1101082003,Padang,Aceh,Kab. Aceh Selatan,Tapaktuan,Padang
1101082004,Hulu,Aceh,Kab. Aceh Selatan,Tapaktuan,Hulu
1101082005,Jambo Apha,Aceh,Kab. Aceh Selatan,Tapaktuan,Jambo Apha
1101082006,Tepi Air,Aceh,Kab. Aceh Selatan,Tapaktuan,Tepi Air
1101082007,Pasar,Aceh,Kab. Aceh Selatan,Tapaktuan,Pasar
1101082008,Lhok Bengkuang,Aceh,Kab. Aceh Selatan,Tapaktuan,Lhok Bengkuang
1101082009,Panton Luas,Aceh,Kab. Aceh Selatan,Tapaktuan,Panton Luas
1101082010,Gunung Kerambil,Aceh,Kab. Aceh Selatan,Tapaktuan,Gunung Kerambil
1101082011,Air Berudang,Aceh,Kab. Aceh Selatan,Tapaktuan,Air Berudang
1101082012,Batu Itam,Aceh,Kab. Aceh Selatan,Tapaktuan,Batu Itam
1101082013,Panjupian,Aceh,Kab. Aceh Selatan,Tapaktuan,Panjupian
1101082014,Lhok Rukam,Aceh,Kab. Aceh Selatan,Tapaktuan,Lhok Rukam
1101082015,Air Pinang,Aceh,Kab. Aceh Selatan,Tapaktuan,Air Pinang
1101082016,Lhok Bengkuang,Aceh,Kab. Aceh Selatan,Tapaktuan,Lhok Bengkuang
1101092001,Keude Trumon,Aceh,Kab. Aceh Selatan,Trumon,Keude Trumon
1101092002,Ujong Tanoh,Aceh,Kab. Aceh Selatan,Trumon,Ujong Tanoh
1101092003,Sigleng,Aceh,Kab. Aceh Selatan,Trumon,Sigleng
1101092004,Ie Meudama,Aceh,Kab. Aceh Selatan,Trumon,Ie Meudama
1101092005,Teupin Tinggi,Aceh,Kab. Aceh Selatan,Trumon,Teupin Tinggi
1101092006,Kuta Baro,Aceh,Kab. Aceh Selatan,Trumon,Kuta Baro
1101092007,Panton Bilie,Aceh,Kab. Aceh Selatan,Trumon,Panton Bilie
1101092012,Kuta Padang,Aceh,Kab. Aceh Selatan,Trumon,Kuta Padang
1101092014,Surat Gubernur Aceh No.140/31091 Tgl 19 Okt 2017 Hal Rekomendasi,Aceh,Kab. Aceh Selatan,Trumon,Surat Gubernur Aceh No.140/31091 Tgl 19 Okt 2017 Hal Rekomendasi
1101092015,Seuneubok Jaya,Aceh,Kab. Aceh Selatan,Trumon,Seuneubok Jaya
1101092016,Padang Harapan,Aceh,Kab. Aceh Selatan,Trumon,Padang Harapan
1101102001,Ladang Teungoh,Aceh,Kab. Aceh Selatan,Pasi Raja,Ladang Teungoh
1101102002,Pucok Krueng,Aceh,Kab. Aceh Selatan,Pasi Raja,Pucok Krueng
1101102003,Silolo,Aceh,Kab. Aceh Selatan,Pasi Raja,Silolo
1101102004,Kampung Baru,Aceh,Kab. Aceh Selatan,Pasi Raja,Kampung Baru
1101102005,Panton Bili,Aceh,Kab. Aceh Selatan,Pasi Raja,Panton Bili
1101102006,Paya Ateuk,Aceh,Kab. Aceh Selatan,Pasi Raja,Paya Ateuk
1101102007,Ladang Tuha,Aceh,Kab. Aceh Selatan,Pasi Raja,Ladang Tuha
1101102008,Mata Ie,Aceh,Kab. Aceh Selatan,Pasi Raja,Mata Ie
1101102009,Ujong Batee,Aceh,Kab. Aceh Selatan,Pasi Raja,Ujong Batee
1101102010,Lhok Sialang Cut,Aceh,Kab. Aceh Selatan,Pasi Raja,Lhok Sialang Cut
1101102011,Seuneubok,Aceh,Kab. Aceh Selatan,Pasi Raja,Seuneubok
1101102012,Ie Mirah,Aceh,Kab. Aceh Selatan,Pasi Raja,Ie Mirah
1101102013,Pasie Rasian,Aceh,Kab. Aceh Selatan,Pasi Raja,Pasie Rasian
1101102014,Ujung Padang Rasian,Aceh,Kab. Aceh Selatan,Pasi Raja,Ujung Padang Rasian
1101102015,Krueng Kalee,Aceh,Kab. Aceh Selatan,Pasi Raja,Krueng Kalee
1101102016,Lhok Sialang Rayeuk,Aceh,Kab. Aceh Selatan,Pasi Raja,Lhok Sialang Rayeuk
1101102017,Gampong Baro,Aceh,Kab. Aceh Selatan,Pasi Raja,Gampong Baro
1101102018,Teupin Gajah,Aceh,Kab. Aceh Selatan,Pasi Raja,Teupin Gajah
1101102019,Ujung Padang,Aceh,Kab. Aceh Selatan,Pasi Raja,Ujung Padang
1101102020,Pulo Ie Ii,Aceh,Kab. Aceh Selatan,Pasi Raja,Pulo Ie Ii
1101102021,Pante Raja,Aceh,Kab. Aceh Selatan,Pasi Raja,Pante Raja
1101112001,Tengah Peulumat,Aceh,Kab. Aceh Selatan,Labuhan Haji Timur,Tengah Peulumat
1101112002,Paya Peulumat,Aceh,Kab. Aceh Selatan,Labuhan Haji Timur,Paya Peulumat
1101112003,Padang Peulumat,Aceh,Kab. Aceh Selatan,Labuhan Haji Timur,Padang Peulumat
1101112005,Limau Saring,Aceh,Kab. Aceh Selatan,Labuhan Haji Timur,Limau Saring
1101112006,Beutong,Aceh,Kab. Aceh Selatan,Labuhan Haji Timur,Beutong
1101112007,Peuneulop,Aceh,Kab. Aceh Selatan,Labuhan Haji Timur,Peuneulop
1101112008,Gunung Rotan,Aceh,Kab. Aceh Selatan,Labuhan Haji Timur,Gunung Rotan
1101112009,Keumumu Hilir,Aceh,Kab. Aceh Selatan,Labuhan Haji Timur,Keumumu Hilir
1101112010,Keumumu Hulu,Aceh,Kab. Aceh Selatan,Labuhan Haji Timur,Keumumu Hulu
1101112011,Keumumu Seberang,Aceh,Kab. Aceh Selatan,Labuhan Haji Timur,Keumumu Seberang
1101112012,Sawang Indah,Aceh,Kab. Aceh Selatan,Labuhan Haji Timur,Sawang Indah
1101122001,Tutong,Aceh,Kab. Aceh Selatan,Labuhan Haji Barat,Tutong
1101122002,Teungoh Iboh,Aceh,Kab. Aceh Selatan,Labuhan Haji Barat,Teungoh Iboh
1101122003,Peulokan,Aceh,Kab. Aceh Selatan,Labuhan Haji Barat,Peulokan
1101122004,Kuta Iboh,Aceh,Kab. Aceh Selatan,Labuhan Haji Barat,Kuta Iboh
1101122005,Ujung Padang,Aceh,Kab. Aceh Selatan,Labuhan Haji Barat,Ujung Padang
1101122006,Blang Baru,Aceh,Kab. Aceh Selatan,Labuhan Haji Barat,Blang Baru
1101122007,Blang Poroh,Aceh,Kab. Aceh Selatan,Labuhan Haji Barat,Blang Poroh
1101122008,Pulo Ie,Aceh,Kab. Aceh Selatan,Labuhan Haji Barat,Pulo Ie
1101122009,Suak Lokan,Aceh,Kab. Aceh Selatan,Labuhan Haji Barat,Suak Lokan
1101122010,Iku Lhueng,Aceh,Kab. Aceh Selatan,Labuhan Haji Barat,Iku Lhueng
1101122011,Kuta Trieng,Aceh,Kab. Aceh Selatan,Labuhan Haji Barat,Kuta Trieng
1101122012,Pante Geulima,Aceh,Kab. Aceh Selatan,Labuhan Haji Barat,Pante Geulima
1101122013,Panton Pawoh,Aceh,Kab. Aceh Selatan,Labuhan Haji Barat,Panton Pawoh
1101122014,Batee Meucanang,Aceh,Kab. Aceh Selatan,Labuhan Haji Barat,Batee Meucanang
1101122015,Panton Rubek,Aceh,Kab. Aceh Selatan,Labuhan Haji Barat,Panton Rubek
1101132001,Koto,Aceh,Kab. Aceh Selatan,Kluet Tengah,Koto
1101132002,Alur Keujrun,Aceh,Kab. Aceh Selatan,Kluet Tengah,Alur Keujrun
1101132003,Jambo Papan,Aceh,Kab. Aceh Selatan,Kluet Tengah,Jambo Papan
1101132004,Malaka,Aceh,Kab. Aceh Selatan,Kluet Tengah,Malaka
1101132006,Siurai-Urai,Aceh,Kab. Aceh Selatan,Kluet Tengah,Siurai-Urai
1101132007,Kampung Sawah,Aceh,Kab. Aceh Selatan,Kluet Tengah,Kampung Sawah
1101132008,Kampung Padang,Aceh,Kab. Aceh Selatan,Kluet Tengah,Kampung Padang
1101132009,Pulo Air,Aceh,Kab. Aceh Selatan,Kluet Tengah,Pulo Air
1101132010,Lawe Melang,Aceh,Kab. Aceh Selatan,Kluet Tengah,Lawe Melang
1101132011,Mersak,Aceh,Kab. Aceh Selatan,Kluet Tengah,Mersak
1101132012,Simpang Dua,Aceh,Kab. Aceh Selatan,Kluet Tengah,Simpang Dua
1101132013,Simpang Tiga,Aceh,Kab. Aceh Selatan,Kluet Tengah,Simpang Tiga
1101142001,Paya Dapur,Aceh,Kab. Aceh Selatan,Kluet Timur,Paya Dapur
1101142002,Sapik,Aceh,Kab. Aceh Selatan,Kluet Timur,Sapik
1101142003,Alai,Aceh,Kab. Aceh Selatan,Kluet Timur,Alai
1101142004,Durian Kawan,Aceh,Kab. Aceh Selatan,Kluet Timur,Durian Kawan
1101142005,Lawe Sawah,Aceh,Kab. Aceh Selatan,Kluet Timur,Lawe Sawah
1101142006,Lawe Buluh Didi,Aceh,Kab. Aceh Selatan,Kluet Timur,Lawe Buluh Didi
1101142007,Pucuk Lembang,Aceh,Kab. Aceh Selatan,Kluet Timur,Pucuk Lembang
1101142008,Paya Laba,Aceh,Kab. Aceh Selatan,Kluet Timur,Paya Laba
1101142009,Lawe Cimanok,Aceh,Kab. Aceh Selatan,Kluet Timur,Lawe Cimanok
1101152001,Pasie Seubadeh,Aceh,Kab. Aceh Selatan,Bakongan Timur,Pasie Seubadeh
1101152002,Ladang Rimba,Aceh,Kab. Aceh Selatan,Bakongan Timur,Ladang Rimba
1101152003,Ujong Pulo Rayeuk,Aceh,Kab. Aceh Selatan,Bakongan Timur,Ujong Pulo Rayeuk
1101152004,Sawah Tingkeum,Aceh,Kab. Aceh Selatan,Bakongan Timur,Sawah Tingkeum
1101152005,Simpang,Aceh,Kab. Aceh Selatan,Bakongan Timur,Simpang
1101152006,Ujong Pulo Cut,Aceh,Kab. Aceh Selatan,Bakongan Timur,Ujong Pulo Cut
1101152008,Seuleukat,Aceh,Kab. Aceh Selatan,Bakongan Timur,Seuleukat
1101162005,Pinto Rimba,Aceh,Kab. Aceh Selatan,Trumon Timur,Pinto Rimba
1101162006,Krueng Luas,Aceh,Kab. Aceh Selatan,Trumon Timur,Krueng Luas
1101162007,Jambo Dalem,Aceh,Kab. Aceh Selatan,Trumon Timur,Jambo Dalem
1101162008,Kapa Sesak,Aceh,Kab. Aceh Selatan,Trumon Timur,Kapa Sesak
1101162009,Seuneubok Punto,Aceh,Kab. Aceh Selatan,Trumon Timur,Seuneubok Punto
1101162010,Seuneubok Pusaka,Aceh,Kab. Aceh Selatan,Trumon Timur,Seuneubok Pusaka
1101162011,Alur Bujok,Aceh,Kab. Aceh Selatan,Trumon Timur,Alur Bujok
1101162012,Titi Poben,Aceh,Kab. Aceh Selatan,Trumon Timur,Titi Poben
1101172001,Semula Wil Kec. Bakongan Perda No. 3/2010,Aceh,Kab. Aceh Selatan,Kota Bahagia,Semula Wil Kec. Bakongan Perda No. 3/2010
1101172002,Semula Wil Kec. Bakongan Perda No. 3/2010,Aceh,Kab. Aceh Selatan,Kota Bahagia,Semula Wil Kec. Bakongan Perda No. 3/2010
1101172003,Semula Wil Kec.Bakongan Perda No.3/2010,Aceh,Kab. Aceh Selatan,Kota Bahagia,Semula Wil Kec.Bakongan Perda No.3/2010
1101172004,Seuneubok Alur,Aceh,Kab. Aceh Selatan,Kota Bahagia,Seuneubok Alur
1101172005,Semula Wil Kec. Bakongan Perda No. 3/2010,Aceh,Kab. Aceh Selatan,Kota Bahagia,Semula Wil Kec. Bakongan Perda No. 3/2010
1101172006,Semula Wil Kec.Bakongan Perda No.3/2010,Aceh,Kab. Aceh Selatan,Kota Bahagia,Semula Wil Kec.Bakongan Perda No.3/2010
1101172007,Ujong Gunung,Aceh,Kab. Aceh Selatan,Kota Bahagia,Ujong Gunung
1101172008,Semula Wil Kec. Bakongan Perda No. 3/2010,Aceh,Kab. Aceh Selatan,Kota Bahagia,Semula Wil Kec. Bakongan Perda No. 3/2010
1101172009,Semula Wil Kec. Bakongan Perda No. 3/2010,Aceh,Kab. Aceh Selatan,Kota Bahagia,Semula Wil Kec. Bakongan Perda No. 3/2010
1101172010,Semula Wil Kec.Bakongan Perda No.3/2010,Aceh,Kab. Aceh Selatan,Kota Bahagia,Semula Wil Kec.Bakongan Perda No.3/2010
1101182001,Semula Wil Kec. Trumon Timur Perda No. 4/2010,Aceh,Kab. Aceh Selatan,Trumon Tengah,Semula Wil Kec. Trumon Timur Perda No. 4/2010
1101182003,Semula Wil Kec. Trumon Perda No. 4/2010,Aceh,Kab. Aceh Selatan,Trumon Tengah,Semula Wil Kec. Trumon Perda No. 4/2010
1101182004,Semula Wil Kec. Trumon Perda No. 4/2010,Aceh,Kab. Aceh Selatan,Trumon Tengah,Semula Wil Kec. Trumon Perda No. 4/2010
1101182005,Semula Wil Kec. Trumon Perda No. 4/2010,Aceh,Kab. Aceh Selatan,Trumon Tengah,Semula Wil Kec. Trumon Perda No. 4/2010
1101182006,Semula Wil Kec. Trumon Timur Perda No. 4/2010,Aceh,Kab. Aceh Selatan,Trumon Tengah,Semula Wil Kec. Trumon Timur Perda No. 4/2010
1101182007,Semula Wil Kec. Trumon Timur Perda No. 4/2010,Aceh,Kab. Aceh Selatan,Trumon Tengah,Semula Wil Kec. Trumon Timur Perda No. 4/2010
1101182008,Semula Wil Kec. Trumon Timur Perda No. 4/2010,Aceh,Kab. Aceh Selatan,Trumon Tengah,Semula Wil Kec. Trumon Timur Perda No. 4/2010
1101182009,Semula Wil Kec. Trumon Timur Perda No. 4/2010,Aceh,Kab. Aceh Selatan,Trumon Tengah,Semula Wil Kec. Trumon Timur Perda No. 4/2010
1101182010,Semula Wil Kec. Trumon Timur Perda No. 4/2010,Aceh,Kab. Aceh Selatan,Trumon Tengah,Semula Wil Kec. Trumon Timur Perda No. 4/2010
1102012001,Engkeran,Aceh,Kab.,Lawe Alas,Engkeran
1102012002,Rumah Kampung,Aceh,Kab.,Lawe Alas,Rumah Kampung
1102012004,Pasir Bangun,Aceh,Kab.,Lawe Alas,Pasir Bangun
1102012006,Kubu,Aceh,Kab.,Lawe Alas,Kubu
1102012007,Lawe Kongker,Aceh,Kab.,Lawe Alas,Lawe Kongker
1102012008,Kuta Cingkam Ii,Aceh,Kab.,Lawe Alas,Kuta Cingkam Ii
1102012009,Muara Baru,Aceh,Kab.,Lawe Alas,Muara Baru
1102012011,Kuta Batu I,Aceh,Kab.,Lawe Alas,Kuta Batu I
1102012012,Kuta Cingkam I,Aceh,Kab.,Lawe Alas,Kuta Cingkam I
1102012013,Kuta Batu Ii,Aceh,Kab.,Lawe Alas,Kuta Batu Ii
1102012014,Lawe Sempilang,Aceh,Kab.,Lawe Alas,Lawe Sempilang
1102012015,Prapat Batu Nunggul,Aceh,Kab.,Lawe Alas,Prapat Batu Nunggul
1102012016,Pulo Sepang,Aceh,Kab.,Lawe Alas,Pulo Sepang
1102012017,Rih Mbelang,Aceh,Kab.,Lawe Alas,Rih Mbelang
1102012018,Kute Batu Baru,Aceh,Kab.,Lawe Alas,Kute Batu Baru
1102012019,Darul Amin,Aceh,Kab.,Lawe Alas,Darul Amin
1102012020,Lawe Lubang Indah,Aceh,Kab.,Lawe Alas,Lawe Lubang Indah
1102012021,Batu Hamparan,Aceh,Kab.,Lawe Alas,Batu Hamparan
1102012022,Paye Munje,Aceh,Kab.,Lawe Alas,Paye Munje
1102012023,Qanun No. 36/2006,Aceh,Kab.,Lawe Alas,Qanun No. 36/2006
1102012024,Qanun No. 36/2006,Aceh,Kab.,Lawe Alas,Qanun No. 36/2006
1102012025,Cingkham,Aceh,Kab.,Lawe Alas,Cingkham
1102012026,Qanun No. 36/2006,Aceh,Kab.,Lawe Alas,Qanun No. 36/2006
1102012028,Qanun No. 36/2006,Aceh,Kab.,Lawe Alas,Qanun No. 36/2006
1102012029,Qanun No. 36/2006,Aceh,Kab.,Lawe Alas,Qanun No. 36/2006
1102012030,Qanun No. 36/2006,Aceh,Kab.,Lawe Alas,Qanun No. 36/2006
1102012031,Qanun No. 36/2006,Aceh,Kab.,Lawe Alas,Qanun No. 36/2006
1102022001,Bukit Merdeka,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Bukit Merdeka
1102022002,Darul Aman,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Darul Aman
1102022003,Lawe Kesumpat,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Lawe Kesumpat
1102022004,Lawe Tua Gabungan,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Lawe Tua Gabungan
1102022005,Lawe Sigala Ii,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Lawe Sigala Ii
1102022006,Lawe Sigala Timur,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Lawe Sigala Timur
1102022007,Lawe Sigala Barat,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Lawe Sigala Barat
1102022008,Suka Damai,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Suka Damai
